Log file for the factorial program

value : factorial(5) = 120 = $78
file  : factorial.asm

_______________________________________________________________________________________________________
     |	    Stack RAM[$0106 - $01FF]           |  tmp var  |IR	  PC-lo	    |                    |     |
Clock|[$06,$07,$08,$09,$FA,$FB,$FC,$FD,$FE,$FF]|   RAM[0]  |  PC-hi     CAR |   Acc X   Y   SP   |  P  |          
_____|_________________________________________|___________|________________|____________________|_____|

BRK
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	00		00	00	00	00		20
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	00		00	00	00	00		20
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	01		00	00	00	00		20
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	01		00	00	00	00		20
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	02		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	02		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	03		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	03		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	04		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	04		00	00	00	fe		30
0		00	00	00	00	00	00	00	00	00	00		00		00	00	00	05		00	00	00	fe		30
1		00	00	00	00	00	00	00	00	00	00		00		00	00	00	05		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	06		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	06		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	07		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	07		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	08		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	08		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	09		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	09		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0a		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0a		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0b		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0b		00	00	00	fd		20
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0c		00	00	00	fd		20
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0c		00	00	00	fd		30
0		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0d		00	00	00	fd		34
1		00	00	00	00	00	00	00	00	30	00		00		00	00	00	0d		00	00	00	fd		24
PLP
0		00	00	00	00	00	00	00	00	30	00		00		00	80	00	10		00	00	00	fd		24
1		00	00	00	00	00	00	00	00	30	00		00		00	80	00	10		00	00	00	fd		24
0		00	00	00	00	00	00	00	00	30	00		00		00	80	00	11		00	00	00	fd		24
1		00	00	00	00	00	00	00	00	30	00		00		00	80	00	11		00	00	00	fd		24
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	12		00	00	00	fd		24
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	12		00	00	00	fd		24
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	14		00	00	00	fd		24
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	14		00	00	00	fd		24
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	98		00	00	00	fd		24
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	98		00	00	00	fd		24
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	99		00	00	00	fe		24
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	99		00	00	00	fe		24
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	9a		00	00	00	fe		24
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	9a		00	00	00	fe		24
PLP
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	10		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	10		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	01	11		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	01	11		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	12		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	12		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	14		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	14		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	98		00	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	98		00	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	99		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	99		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	9a		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	9a		00	00	00	ff		20
LDA #$05
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	10		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	10		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		28	80	02	11		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		28	80	02	11		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		a9	80	03	12		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		a9	80	03	12		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		a9	80	03	15		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		a9	80	03	15		00	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	56		00	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	56		00	00	00	ff		20
PHA
0		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	10		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	10		05	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	11		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		a9	80	04	11		05	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		48	80	05	12		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		48	80	05	12		05	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		48	80	05	14		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		48	80	05	14		05	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		48	80	05	9b		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		48	80	05	9b		05	00	00	ff		20
0		00	00	00	00	00	00	00	00	30	00		00		48	80	05	9c		05	00	00	ff		20
1		00	00	00	00	00	00	00	00	30	00		00		48	80	05	9c		05	00	00	ff		20
JSR $800c
0		00	00	00	00	00	00	00	00	30	05		00		48	80	05	10		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		48	80	05	10		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		48	80	05	11		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		48	80	05	11		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	06	12		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	06	12		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	06	14		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	06	14		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	06	a1		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	06	a1		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a2		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a2		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a3		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a3		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a4		05	00	00	fe		20
1		00	00	00	00	00	00	00	00	30	05		00		20	80	07	a4		05	00	00	fe		20
0		00	00	00	00	00	00	00	00	80	05		00		20	80	07	a5		05	00	00	fd		20
1		00	00	00	00	00	00	00	00	80	05		00		20	80	07	a5		05	00	00	fd		20
0		00	00	00	00	00	00	00	00	80	05		00		20	80	07	a6		05	00	00	fd		20
1		00	00	00	00	00	00	00	00	80	05		00		20	80	07	a6		05	00	00	fd		20
0		00	00	00	00	00	00	00	07	80	05		00		20	80	07	a7		05	00	00	fc		20
1		00	00	00	00	00	00	00	07	80	05		00		20	80	07	a7		05	00	00	fc		20
0		00	00	00	00	00	00	00	07	80	05		00		20	80	07	a8		05	00	00	fc		20
1		00	00	00	00	00	00	00	07	80	05		00		20	80	07	a8		05	00	00	fc		20
0		00	00	00	00	00	00	00	07	80	05		00		20	80	0c	a9		05	00	00	fc		20
